52,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 52, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz52.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz52__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3898.13427734375,26624,558.0756051199777,0.3260493888214306,1.7918719091564939,0.0010465008560266039,47707,False
53,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 53, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz53.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz53__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3909.01318359375,27136,567.096945626395,0.4230197838739705,1.7633669299619235,0.0013154357375872372,47851,False
54,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 53, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz53.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz53__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,0,0,0,0,0,0,0,0,True
56,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 53, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz53.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz53__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,0,0,0,0,0,0,0,0,True
1,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz1.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz1__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1321.39404296875,512,55.90593828473772,0.12315733883435917,17.887187491726603,0.03939325092137836,9158,False,109.61 G,49.93 GMACs,110.62 M
8,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 8, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz8.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz8__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1320.79638671875,4096,60.911835534232004,0.12188769111754946,16.41717067347293,0.03279166232792354,67245,False,876.86 G,399.43 GMACs,110.62 M
16,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 16, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz16.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz16__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1364.57763671875,8192,81.37374332972935,0.065333492696051,12.288976260413188,0.009867601318208383,100671,False,1753.73 G,798.86 GMACs,110.62 M
24,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 24, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz24.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz24__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1308.73388671875,12288,105.55512292044503,0.0500182621245253,9.473723039986243,0.004487299503944637,116413,False,2630.61 G,1198.3 GMACs,110.62 M
32,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 32, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz32.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz32__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1307.39013671875,16384,134.69879695347376,0.06738127105618794,7.423971279753965,0.0037159781708631006,121634,False,3507.36 G,1597.73 GMACs,110.62 M
40,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 40, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz40.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz40__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1329.42138671875,20480,163.5841522216797,0.1605051103795237,6.1130616041880295,0.0059883573999475,125196,False,4384.44 G,1997.16 GMACs,110.62 M
48,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 48, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz48.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz48__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1309.20263671875,24576,191.40112958635603,0.16685073678148454,5.2246295628512565,0.004549465414155219,128400,False,5261.27 G,2396.59 GMACs,110.62 M
56,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 56, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz56.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz56__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1308.23388671875,28672,220.49358585902624,0.1464743848762741,4.535279319369206,0.0030094691782588156,130036,False,6138.11 G,2796.02 GMACs,110.62 M
64,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 64, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz64.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz64__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1322.01513671875,32768,249.77059500558036,0.3154215692707804,4.0036738511098875,0.005052812924489375,131192,False
72,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 72, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz72.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz72__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1309.671875,36864,280.8877737862723,0.6140047827008434,3.5601407157041325,0.007777299991620687,131241,False
80,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 80, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpcdtmiz66/throughput_results_bsz80.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz80__sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,110615040,98032128,NVIDIA A100-SXM4-80GB,1190.462890625,1311.703125,40960,312.34916033063615,0.6308616538840274,3.201545344131719,0.006462295818479368,131135,False
